-2 1 0 10 -20 0 9.109e-31 -1-1 1 0 0 0 0 1.673e-27 11 1 0 0 0 0 1.673e-27 1-1 -1 0 0 0 0 1.673e-27 11 -1 0 0 0 0 1.673e-27 1
-1.9899118212 0.979976871308 -1.9909150137 10.1446050967 -20.0405030395 0.112680054361 9.109e-31 -1-1.000000049 1.000000023 -1.00000004715 -7.96520243216e-05 4.12183748717e-05 -6.12401864193e-05 1.673e-27 11.00000000916 1.00000002316 1.00000000885 1.5185942889e-05 4.16489490394e-05 1.20501377481e-05 1.673e-27 1-1.00000001862 -1.0000000122 -1.00000001803 -3.1366696255e-05 -2.21466164763e-05 -2.54754753934e-05 1.673e-27 11.00000001044 -1.00000002137 1.00000001007 1.7099494639e-05 -3.86679766267e-05 1.33145010415e-05 1.673e-27 1
-1.9796974028 0.959915585353 -1.98070058354 10.2718875958 -20.0780985695 0.240080200306 9.109e-31 -1-1.00000016648 1.00000008611 -1.00000016464 -0.000148584456594 8.08484770916e-05 -0.000130223637283 1.673e-27 11.0000000317 1.00000008739 1.00000003138 2.85420063971e-05 8.27056189619e-05 2.54043639442e-05 1.673e-27 1-1.00000006564 -1.00000004636 -1.00000006505 -5.98471353851e-05 -4.39397891355e-05 -5.39657467399e-05 1.673e-27 11.00000003566 -1.00000008118 1.00000003528 3.18546716499e-05 -7.70918998686e-05 2.8068310898e-05 1.673e-27 1
-1.96935441519 0.939817424449 -1.97035758381 10.4015143669 -20.1143697368 0.369828124771 9.109e-31 -1-1.00000035344 1.00000018824 -1.00000035161 -0.000218513434754 0.000119380856467 -0.000200205196255 1.673e-27 11.00000006757 1.00000019266 1.00000006725 4.18609904632e-05 0.000123724587059 3.87214918742e-05 1.673e-27 1-1.00000014124 -1.0000001021 -1.00000014065 -8.85273209267e-05 -6.53286440905e-05 -8.26560734883e-05 1.673e-27 11.00000007561 -1.0000001794 1.00000007523 4.6566832304e-05 -0.000115505793311 4.27790851893e-05 1.673e-27 1
-1.95888049704 0.919683765887 -1.95988365319 10.5335159906 -20.1492196845 0.501954528344 9.109e-31 -1-1.00000061089 1.00000032827 -1.00000060906 -0.000289447595634 0.000156747571736 -0.000271193549661 1.673e-27 11.00000011674 1.00000033893 1.00000011642 5.51424195349e-05 0.00016470500233 5.20010456141e-05 1.673e-27 1-1.00000024564 -1.000000179 -1.00000024505 -0.000117413889682 -8.62972685498e-05 -0.000111553107322 1.673e-27 11.00000013025 -1.00000031602 1.00000012987 6.12350754502e-05 -0.000153909513182 5.74459222659e-05 1.673e-27 1
-1.94827325797 0.899516086096 -1.94927640126 10.6679203057 -20.1825474116 0.636487372268 9.109e-31 -1-1.00000093982 1.000000505 -1.000000938 -0.000361393760547 0.000192877560433 -0.000343195568808 1.673e-27 11.00000017917 1.00000052616 1.00000017885 6.83858071995e-05 0.0002056459909 6.52425383674e-05 1.673e-27 1-1.00000037904 -1.00000027662 -1.00000037845 -0.000146513761841 -0.000106828867343 -0.000140663784255 1.673e-27 11.00000019953 -1.00000049105 1.00000019915 7.58584716395e-05 -0.00019230291038 7.2067892162e-05 1.673e-27 1
-1.93753028143 0.879315964752 -1.93853341148 10.8047519862 -20.2142478541 0.773451455633 9.109e-31 -1-1.00000134126 1.00000071714 -1.00000133944 -0.000434356690592 0.000227696622187 -0.000416216065116 1.673e-27 11.00000025482 1.0000007543 1.0000002545 8.15906558554e-05 0.000246546655256 7.84454721371e-05 1.673e-27 1-1.00000054166 -1.00000039453 -1.00000054108 -0.000175834154141 -0.00012690570168 -0.000169995337866 1.673e-27 11.00000028341 -1.00000070447 1.00000028303 9.04360620159e-05 -0.000230685830199 8.66440354853e-05 1.673e-27 1
-1.92664912815 0.85908508877 -1.92765224456 10.9440320846 -20.2442120173 0.912867958218 9.109e-31 -1-1.00000181622 1.00000096334 -1.00000181441 -0.000508338822733 0.000261127425283 -0.000490257525992 1.673e-27 11.00000034365 1.00000102332 1.00000034334 9.47564563803e-05 0.000287406073452 9.16093373926e-05 1.673e-27 1-1.00000073373 -1.00000053226 -1.00000073315 -0.000205382593511 -0.000146509022941 -0.000199555313017 1.673e-27 11.00000038184 -1.00000095626 1.00000038146 0.000104966857161 -0.000269058112034 0.000101173362261 1.673e-27 1
-1.91562734003 0.838825256132 -1.91663044239 11.0857775399 -20.272327169 1.05475394853 9.109e-31 -1-1.00000236573 1.00000124217 -1.00000236393 -0.000583339986444 0.000293089540648 -0.000565319831232 1.673e-27 11.00000044563 1.00000133318 1.00000044532 0.000107882687798 0.000328223298288 0.000104733612737 1.673e-27 1-1.00000095547 -1.00000068932 -1.00000095489 -0.000235166931186 -0.000165619001047 -0.000229351580061 1.673e-27 11.00000049478 -1.00000124642 1.0000004944 0.000119449835892 -0.000307419589081 0.000115654850727 1.673e-27 1
-1.90446244457 0.818538379491 -1.90546553244 11.2300006516 -20.298477102 1.19912185711 9.109e-31 -1-1.00000299079 1.00000155211 -1.000002989 -0.000659357100962 0.00032349950773 -0.000641399950003 1.673e-27 11.00000056072 1.00000168383 1.0000005604 0.000120968816945 0.000368997356449 0.00011781776457 1.673e-27 1-1.00000120713 -1.00000086521 -1.00000120655 -0.000265195357273 -0.000184214646908 -0.000259392349499 1.673e-27 11.00000062217 -1.00000157493 1.00000062179 0.000133883944008 -0.000345770088021 0.000130087446085 1.673e-27 1
